OBJECTID;IDESTACION;CODIGOESTACION;DENOMINACION;CODIGOMUNICIPIO;CODIGOPOSTAL;DISTRITO;CORONATARIFARIA;X;Y;LINEAS
759;8_08807;8807;PLAYA DE LA CONCHA-PLAYA DE ALTEA;22;28669;1;B2;424684;4478194;3
760;8_06301;6301;PICOS DE EUROPA-POL.IND.SAN FERNANDO;130;28850;1;B2;458287;4478438;1
761;8_07013;7013;AV.LOPE DE FIGUEROA-PZA.JUVENTUD;5;28804;5;B3;470088;4481617;1A
762;8_07015;7015;MARQUÉS ALONSO MARTÍNEZ-DORIA;5;28804;5;B3;469893;4481708;6
763;8_07018;7018;AV.GUADALAJARA-DIVINO VALLÉS;5;28805;6;B3;469562;4481938;6, 7, 8
764;8_06909;6909;TORREJÓN-PUERTO DE NAVACERRADA;148;28850;4;B2;459050;4478907;2, 1B
765;8_13261;13261;AV.LEVANTE-CEMENTERIO;123;28529;1;B2;456061;4465751;1
766;8_13263;13263;AV.LEVANTE-MIQUEL BARCELÓ;123;28521;1;B2;456221;4465367;1
767;8_13272;13272;AV.PABLO IGLESIAS-ORÉGANO;123;28529;1;B1;455267;4466933;1
768;8_13276;13276;AV.PABLO IGLESIAS-SARAMAGO;123;28529;1;B1;454761;4467425;1
769;8_06755;6755;MARQUESA VIUDA DE ALDAMA-NªSRA.DEL PILAR;6;28100;1;B1;446511;4488237;2, 5, 10
770;8_06761;6761;AV.INDUSTRIA-EINSTEIN;6;28108;1;B1;444748;4487433;6
771;8_06762;6762;AV.ESPAÑA-AYUNTAMIENTO;6;28100;1;B1;445815;4488905;5
772;8_16335;16335;AV.ESPAÑA-LIBERTAD;161;28342;2;B3;441302;4449394;7
773;8_08511;8511;AV.LEGANÉS-RÍO SEGRE;7;28923;3;B1;430990;4466666;1
774;8_08487;8487;CANTOS-AV.A.JOSE ARANDA;7;28921;3;B1;430048;4466239;1
775;8_08489;8489;AV.ALCALDE JOSÉ ARANDA-AV.POLVORANCA;7;28923;3;B1;430219;4466282;1
776;8_07784;7784;AV.FCO.JAVIER SAUQUILLO-VALDEMORO;58;28944;2;B2;433232;4459560;1, 2, 3
777;8_07789;7789;CONSTITUCIÓN-MIGUEL SERVET;58;28946;4;B2;433682;4459324;1, 6
778;8_07800;7800;LEGANÉS-FUENLABRADA;106;28981;1;B2;434273;4455176;2
779;8_07802;7802;LEGANÉS-FUENLABRADA;106;28980;1;B2;434306;4455152;1, 3
780;8_07803;7803;ARANJUEZ-PABELLÓN M4 EL NIDO;106;28981;1;B2;434096;4454971;1
781;8_07806;7806;JERUSALÉN-CAFARNAÚN;106;28980;1;B2;433999;4454710;2
782;8_07807;7807;JERUSALÉN-CAFARNAÚN;106;28980;1;B2;434008;4454713;1
783;8_07706;7706;AVILES-CENTRO SALUD;58;28942;6;B2;431378;4461029;2
784;8_07708;7708;AV.CANTABRIA-CASTILLA LA VIEJA;58;28941;6;B2;431619;4461025;3
785;8_07709;7709;ZAMORA-AV.PROVINCIAS;58;28941;6;B2;431971;4461183;2
786;8_07710;7710;CASTILLA LA VIEJA-ZAMORA;58;28941;6;B2;431879;4460820;2
787;8_07711;7711;CASTILLA LA VIEJA-SORIA;58;28941;6;B2;431902;4460750;3
788;8_07716;7716;MÓSTOLES-AUSTRIA;58;28943;7;B2;431882;4460349;1, 13
789;8_16338;16338;AV.MAR EGEO-INSTITUTO;161;28340;1;B3;441377;4448046;7
790;8_15237;15237;AV.CARLOS RUÍZ-PINAR;131;28200;1;C1;402568;4494401;4
791;8_15240;15240;LEANDRO RUBIO-SAN ALBERTO;131;28200;1;C1;402683;4494121;4
792;8_15241;15241;PZA.SAN ANTONIO ABAD-PºCARLOS III;131;28200;1;C1;402643;4493867;4
793;8_06769;6769;AV.SIERRA-C.C.LA VIÑA;134;28701;1;B1;446490;4488992;2
794;8_06772;6772;MARQUÉS VALDAVIA-AV.DOCTOR SEVERO OCHOA;6;28100;1;B1;445086;4488789;2
795;8_06773;6773;PºCHOPERA-CENTRO CULTURAL;6;28100;1;B1;445600;4488470;11
796;8_06778;6778;AV.ESPAÑA-CENTRO DE SALUD;134;28700;1;B1;446594;4488646;9
797;8_06788;6788;AV.COLMENAR VIEJO-RAMÓN ESTEBAN;134;28701;1;B1;446870;4488668;2, 4, 7
798;8_06643;6643;AV.COLMENAR VIEJO-GUARDIA CIVIL;903;28760;1;B2;439961;4496280;1, 3
799;8_06644;6644;AV.COLMENAR VIEJO-CENTRO COMERCIAL;903;28760;1;B2;439848;4496004;2
800;8_06647;6647;AV.VIÑUELAS-GTA.ROBLE;903;28760;1;B2;440691;4494364;1, 5
801;8_06600;6600;PºMAGDALENA-ERMITA;45;28770;1;B3;435336;4500702;1
802;8_06575;6575;CABALLO-ALAMEDA ALTA;903;28760;1;B2;441635;4496073;3
803;8_06584;6584;SAN SEBASTIÁN-SANZ ROSA;45;28770;1;B3;435146;4501850;1
804;8_06585;6585;CORREDERA-LOS FRAILES;45;28770;1;B3;434904;4502322;1
805;8_06389;6389;HONORIO LOZANO-IGLESIA;47;28400;1;B3;415890;4498121;2
806;8_06391;6391;AV.JUAN CARLOS I-PUENTE LOS DELFINES;47;28400;1;B3;415600;4498396;2
807;8_06393;6393;CAMINO DE LA GUIJA-URB.ALHAMBRA;47;28400;1;B3;416657;4500109;1, 4, 6
808;8_06396;6396;CAÑADA REAL-COLEGIO;47;28400;1;B3;414187;4498710;2, 3
809;8_06398;6398;DR.JOSÉ MªPOVEDA-URB.LA CERCA;47;28400;1;B3;416551;4499923;4
810;8_07974;7974;AV.FRANCIA-POLONIA;74;28916;5;B1;436936;4465313;1
811;8_08717;8717;CTRA.M502-EST.POZUELO OESTE;115;28223;1;B1;431908;4475200;2
812;8_07981;7981;AV.BÉLGICA-BIBLIOTECA;74;28916;5;B1;437311;4465505;1
813;8_07983;7983;AV.REY JUAN CARLOS I-AV.FRANCIA;74;28916;5;B1;436832;4465496;1
814;8_07985;7985;SEFARDITAS-OBELISCO V CENTENARIO;74;28918;3;B1;434867;4465848;1
815;8_08742;8742;TULIPÁN-GTA.LOS JAZMINES;92;28933;2;B2;426554;4466085;4
816;8_08140;8140;SEFARDITAS-OBELISCO V CENTENARIO;74;28918;3;B1;434913;4465862;1
817;8_08265;8265;AV.ARCAS DEL AGUA-AV.JUAN CARLOS I;65;28905;3;B1;436464;4460341;1, 5
818;8_08266;8266;AV.ARCAS DEL AGUA-COLEGIO;65;28905;3;B1;436619;4460591;1, 5
819;8_08268;8268;AV.ARCAS DEL AGUA-EST.CONSERVATORIO;65;28905;3;B1;436818;4460875;1, 5
820;8_08270;8270;AV.ARCAS DEL AGUA-C.C.GETAFE 3;65;28905;3;B1;436808;4461177;1, 5
821;8_08302;8302;AV.JUAN CARLOS I-PZA.PRÍNCIPE ASTURIAS;65;28905;3;B1;436621;4460090;1, 5
822;8_08284;8284;GENERAL PINGARRÓN-COLEGIO;65;28901;1;B1;437859;4462508;1, 3, 4, 6, Pi1, Pi2
823;8_08290;8290;SAN JOSÉ CALASANZ-SERRANILLOS;65;28902;2;B1;438118;4462844;1, 3, 6
824;8_06233;6233;CTRA.PLANTÍO-NOVOTIENDAS;80;28220;2;B2;427270;4481024;2
825;8_06234;6234;CTRA.PLANTÍO-CERRO DEL AIRE;80;28221;2;B2;426990;4480987;2
826;8_16322;16322;TRABAJADORAS DE COTTON-GABRIELA MISTRAL;161;28342;2;B3;441781;4450678;7
827;8_15147;15147;SAN LUIS-JARDINES GARCÍA LORCA;74;28917;6;B1;434301;4467818;1
828;8_06281;6281;SAGUNTO-CIRILO PALOMO;115;28223;1;B1;431308;4476661;2
829;8_17683;17683;AV.OLIVA-MORENO TORROBA;80;28222;2;B2;425869;4478009;2
830;8_06923;6923;HILADOS-PARQUE CATALUÑA;148;28850;2;B2;460912;4477767;2, 3, 1B, 5B
831;8_06927;6927;CTRA.LOECHES-SAN BENITO;148;28850;3;B2;460920;4476994;2, 1B
832;8_06930;6930;SILICIO-BRÚJULA;148;28850;2;B2;461112;4477875;3, 1A
833;8_06931;6931;CIRCUNVALACIÓN-HIERRO;148;28850;2;B2;461243;4478245;1A, 5A
834;8_06932;6932;CIRCUNVALACIÓN-HIERRO;148;28850;2;B2;461204;4478238;1B, 5B
835;8_06935;6935;CIRCUNVALACIÓN-ABEDUL;148;28850;2;B2;461491;4478492;1B, 5B
836;8_06937;6937;CIRCUNVALACIÓN-SOLANA;148;28850;2;B2;461452;4478764;1A, 5A
837;8_17684;17684;MANUEL FALLA-URG.HOSPITAL PTA.DE HIERRO;80;28222;2;B2;425858;4478480;2
838;8_06939;6939;AV.CONSTITUCIÓN-JUNCAL;148;28850;1;B2;461162;4479159;6
839;8_06940;6940;AV.CONSTITUCIÓN-JUNCAL;148;28850;2;B2;461244;4479158;6
840;8_06941;6941;AV.CONSTITUCIÓN-BUDAPEST;148;28850;1;B2;460749;4479046;6
841;8_06942;6942;AV.CONSTITUCIÓN-BUDAPEST;148;28850;2;B2;460824;4479046;6
842;8_06948;6948;CÁNOVAS DEL CASTILLO-SAGASTA;5;28807;1;B3;469138;4482163;7, 8
843;8_06896;6896;TURÍN-VEREDILLA;148;28850;1;B2;460094;4479367;1B, 5B
844;8_06897;6897;VEREDILLA-AV.VIRGEN DE LORETO;148;28850;1;B2;459870;4479252;1A, 5A
845;8_06898;6898;VEREDILLA-AV.VIRGEN DE LORETO;148;28850;1;B2;459857;4479236;1B, 5B
846;8_17685;17685;MANUEL FALLA-URG.HOSPITAL PTA.DE HIERRO;80;28222;2;B2;425967;4478455;1
847;8_06388;6388;MAR DE FORA-PLAYA DE LOBEIRA;47;28400;1;B3;414353;4497240;1, 2, 4
848;8_13176;13176;OLÍMPICO FCO.FDEZ.OCHOA-INSTITUTOS;7;28923;3;B1;430543;4466019;2
849;8_13185;13185;AV.MONTE-CºPRESA;152;28250;1;B3;424191;4491818;5
850;8_18712;18712;AV. DERECHOS HUMANOS-COMPRENSION;14;28500;1;B3;462417;4462196;4
851;8_13188;13188;VÍA COMPLUTENSE-FORMACIÓN PROFESIONAL;5;28805;6;B3;470742;4482953;11, 1A
852;8_13187;13187;VÍA COMPLUTENSE-FORMACIÓN PROFESIONAL;5;28805;5;B3;470832;4482993;11, 1B
853;8_13191;13191;JOSÉ MARÍA PEREDA-PZA.CARLOS ARNICHES;5;28806;4;B3;469142;4483520;10
854;8_13193;13193;CºALCORCÓN-CEMENTERIO;115;28223;1;B1;431033;4475841;1, 3
855;8_08241;8241;LEGANÉS-BATRES;65;28904;3;B1;437487;4462695;2, 3, 4, 6
856;8_08339;8339;AV.VASCONGADAS-ZARAGOZA;65;28903;4;B1;439415;4462827;1
857;8_08244;8244;AV.VASCONGADAS-ZARAGOZA;65;28903;4;B1;439400;4462802;2
858;8_08245;8245;AV.LOS ÁNGELES-AMBULATORIO;65;28903;4;B1;439156;4462570;2, 3
859;8_08323;8323;AV.LOS ÁNGELES-AMBULATORIO;65;28903;4;B1;439230;4462555;1, 3
860;8_08247;8247;CºTORRE-CTRA.A4;65;28906;4;B1;441710;4461863;4
861;8_08249;8249;PºJOHN LENNON-CARPINTEROS;65;28906;4;B1;440522;4461982;4
862;8_08278;8278;PºJOHN LENNON-DIESEL;65;28906;4;B1;440618;4461938;4
863;8_08345;8345;PºJOHN LENNON-EST.GETAFE INDUSTRIAL;65;28906;4;B1;439839;4462070;Pi1, Pi2
864;8_08251;8251;PºJOHN LENNON-EST.GETAFE INDUSTRIAL;65;28906;1;B1;439870;4462043;Pi1, Pi2
865;8_08254;8254;AV.LIBERTAD-ORO;65;28905;3;B1;437353;4461362;2
866;8_08256;8256;AV.JUAN CARLOS I-CENTRO SALUD MENTAL;65;28905;3;B1;437070;4461191;1, 2
867;8_08258;8258;AV.JUAN CARLOS I-C.C.GETAFE 3;65;28905;3;B1;436852;4461237;1, 2
868;8_08259;8259;AV.JUAN CARLOS I-OFICINA DE CORREOS;65;28905;3;B1;436518;4461236;2
869;8_07167;7167;AV.ESPAÑA-CENTRO DE ESPECIALIDADES;49;28820;2;B1;453278;4474896;2
870;8_08340;8340;AV.JUAN CARLOS I-OFICINA CORREOS;65;28905;3;B1;436447;4461175;2
871;8_08288;8288;AV.JUAN CARLOS I-SAUCES;65;28905;3;B1;436257;4461072;2
872;8_08269;8269;AV.ARCAS DEL AGUA-EST.CONSERVATORIO;65;28905;3;B1;436802;4460881;1, 5
873;8_08285;8285;AV.JUAN CARLOS I-TESEO;65;28905;3;B1;436053;4460803;2
874;8_08264;8264;AV.JUAN CARLOS I-POLICIA LOCAL;65;28905;3;B1;436420;4460249;1, 5
875;8_12115;12115;JESÚS M.HADDAD BLANCO-CENTRO DE SALUD;74;28918;3;B1;434939;4465623;1
876;8_12114;12114;JESÚS M.HADDAD BLANCO-CENTRO DE SALUD;74;28918;3;B1;434926;4465636;1
877;8_16712;16712;BRATES-SIERRA DE GREDOS;15;28939;1;B3;421734;4457967;1
878;8_12320;12320;BATRES-SIERRA DE GREDOS;15;28939;1;B3;421744;4457920;1
879;8_12426;12426;AV.PABLO IGLESIAS-ALBA;58;28942;9;B2;428756;4462027;1, N5
880;8_12638;12638;CºDEL MOLINO-HOSPITAL DE FUENLABRADA;58;28942;7;B2;430737;4460003;1, 2, 3, 4, N5
881;8_12631;12631;CºMOLINO-UNIVERSIDAD REY JUAN CARLOS;58;28942;7;B2;430506;4460001;4
882;8_12630;12630;CºDEL MOLINO-HOSPITAL DE FUENLABRADA;58;28943;8;B2;430724;4459941;1, 2, 3, 4, N5
883;8_12632;12632;CºMOLINO-UNIVERSIDAD REY JUAN CARLOS;58;28943;8;B2;430499;4459980;4
884;8_12641;12641;MADRID-CASTILLA Y LEÓN;15;28939;1;B3;422193;4458563;1
885;8_12648;12648;CASTILLA Y LEÓN-CENTRO DE LAS ARTES;15;28939;1;B3;422190;4458577;1
886;8_12645;12645;ROSALÍA DE CASTRO-BENITO PÉREZ GALDÓS;15;28939;1;B3;422344;4457519;1
887;8_06899;6899;MADRID-GIRASOL;148;28850;4;B2;459682;4479463;1A, 5A
888;8_06900;6900;MADRID-CIUDAD REAL;148;28850;4;B2;459688;4479451;1B, 5B
889;8_06901;6901;MADRID-COLEGIO;148;28850;4;B2;459413;4479413;1A, 5A
890;8_06903;6903;AV.FRONTERAS-MADRID;148;28850;4;B2;459096;4479231;4, 1B, 5B
891;8_06904;6904;AV.FRONTERAS-MADRID;148;28850;4;B2;459078;4479209;4, 1A, 5A
892;8_13014;13014;AV.VALDEARGANDA-PZA.PROGRESO;14;28500;1;B3;462031;4462203;1
893;8_12993;12993;FRAGATA-BARCO;80;28220;1;B2;425831;4479286;1, 2
894;8_13025;13025;AV.MADRID-ESTÍO;14;28500;1;B3;458802;4462624;2
895;8_17331;17331;AV.DOCTOR MARAÑÓN-MIGUEL HERNÁNDEZ;80;28220;1;B2;425356;4480926;2
896;8_07024;7024;SEBASTIÁN DE LA PLAZA-ERAS DE SAN ISIDRO;5;28805;7;B3;469357;4482000;8, 10
897;8_07026;7026;AV.GUADALAJARA-BRIHUEGA;5;28805;1;B3;469567;4481965;6, 7, 8
898;8_07027;7027;MQUÉS.ALONSO MARTÍNEZ-AV.PLAZA DE TOROS;5;28805;1;B3;469742;4481991;5, 6, 8
899;8_07028;7028;MQUÉS.ALONSO MARTÍNEZ-AV.PLAZA DE TOROS;5;28805;6;B3;469745;4482011;5, 8
900;8_07030;7030;AV.JUAN DE AUSTRIA-MARQUÉS ALONSO MTNEZ.;5;28805;5;B3;469811;4481925;5, 8
901;8_07031;7031;AV.JUAN DE AUSTRIA-MARQUÉS ALONSO MTNEZ.;5;28805;5;B3;469843;4481969;5, 8
902;8_07032;7032;AV.JUAN DE AUSTRIA-DIEGO DE URBINA;5;28805;6;B3;470002;4482030;5, 8
903;8_07033;7033;AV.JUAN DE AUSTRIA-GALERÍA COMERCIAL;5;28804;5;B3;470000;4482010;5, 8
904;8_07034;7034;AV.JUAN DE AUSTRIA-CORUÑA;5;28804;5;B3;470179;4482086;5, 8
905;8_07038;7038;AV.CASTILLA-SALAMANCA;5;28804;5;B3;470473;4481811;6, 8
906;8_07039;7039;AV.LOPE DE FIGUEROA-PZA.RGUEZ.DE HITA;5;28804;5;B3;470448;4482112;5, 8, 1B
907;8_07040;7040;AV.CABALLERÍA ESPAÑOLA-ARIAS MONTANO;5;28805;1;B3;469571;4482279;3, 5, 7, 10
908;8_07041;7041;AV.CABALLERÍA ESPAÑOLA-ARIAS MONTANO;5;28805;5;B3;469581;4482296;3, 5, 6, 7, 10
909;8_07045;7045;FERRAZ-GOYA;5;28807;1;B3;469308;4482267;6, 7
910;8_07000;7000;ALFONSO DE ALCALÁ-INSTITUTO;5;28802;2;B3;467626;4481036;6, 1B
911;8_07001;7001;CºJUNCAL-AV.NUESTRA SRA.DE BELÉN;5;28802;2;B3;467660;4480800;6, 1B
912;8_07002;7002;ÁVILA-ZARAGOZA;5;28804;5;B3;471065;4482121;6, 8
913;8_15145;15145;PZA.SAN ANTONIO DE LA FLORIDA-SAN AMADO;74;28917;6;B1;433769;4467924;1
914;8_08333;8333;AV.CIUDADES-PZA.VICTORIA KENT;65;28903;2;B1;438459;4463650;2
915;8_08298;8298;CARPINTEROS-FUNDIDORES;65;28906;4;B1;440484;4462768;4
916;8_08299;8299;AV.FEDERICA MONTSENY-ARQUITECTOS;65;28903;2;B1;438449;4463777;2
917;8_08301;8301;PINTO-JOSÉ ORTEGA HEREDIA MANZANITA;65;28901;1;B1;438170;4461836;1, 6
918;8_08311;8311;AV.JUAN DE LA CIERVA-PZA.ESPAÑA;65;28901;2;B1;438484;4462555;4
919;8_08318;8318;CARPINTEROS-CENTRO MUNICIPAL DE EMPRESAS;65;28906;4;B1;440492;4462476;4
920;8_08312;8312;CARPINTEROS-CENTRO MUNICIPAL DE EMPRESAS;65;28906;4;B1;440475;4462471;4
921;8_07231;7231;AV.CONSTITUCIÓN-ROMA;148;28850;1;B2;460160;4478889;6
922;8_07232;7232;ALCORCÓN-LAS FRONTERAS;148;28850;4;B2;458598;4479229;2, 1B
923;8_07233;7233;ALCORCÓN-TORREJÓN;148;28850;4;B2;458683;4478893;2, 1B
924;8_07235;7235;AV.MADRID-PARQUE LAS VEREDILLAS;148;28850;1;B2;460283;4479590;1B, 5B
925;8_08316;8316;AV.JUAN DE LA CIERVA-PZA.SAN SEBASTIÁN;65;28902;2;B1;438336;4462893;1, 3, 6
926;8_08320;8320;AV.LOS ÁNGELES-AV.ARAGÓN;65;28903;4;B1;438869;4462583;2, 3
927;8_08321;8321;AV.LOS ÁNGELES-COLEGIO;65;28903;4;B1;438898;4462562;1, 3
928;8_07245;7245;AV.MONTSERRAT-JOSÉ ALIX ALIX;130;28830;1;B1;454926;4475703;1
929;8_07246;7246;VIRGEN DEL TEMPLO-AV.MONTSERRAT;130;28830;1;B1;455088;4475682;1
930;8_08326;8326;AV.CIUDADES-AV.ESPAÑA;65;28903;4;B1;439119;4463151;2
931;8_16417;16417;AV.PLANETAS-EST.ESTRELLA POLAR SUR;106;28983;1;B2;435891;4453689;3
932;8_15234;15234;POZAS-CAÑADA NUEVA;131;28200;2;C1;403118;4494575;4
933;8_16326;16326;TRABAJADORAS COTTON-GTA.MARIANA PINEDA;161;28342;2;B3;441337;4451373;7
934;8_16018;16018;EMPLEO-INNOVACIÓN;65;28906;4;B1;441757;4463140;Pi1
935;8_16016;16016;FUNDIDORES-NUMANCIA;65;28906;4;B1;441232;4462904;Pi1
936;8_16017;16017;FUNDIDORES-NUMANCIA;65;28906;4;B1;441168;4462954;Pi1
937;8_16022;16022;EMPLEO-DISEÑO;65;28906;4;B1;442019;4463146;Pi1
938;8_16023;16023;DIESEL-MORSE;65;28906;4;B1;440351;4461682;Pi2
939;8_16024;16024;DIESEL-POL.IND.SAN MARCOS;65;28906;4;B1;440372;4461320;Pi2
940;8_16025;16025;DIESEL-POL.IND.EL LOMO;65;28906;4;B1;440396;4461024;Pi2
941;8_16026;16026;BELL-GUTEMBERG;65;28906;4;B1;440654;4461152;Pi2
942;8_16027;16027;FRANKLIN-BELL;65;28906;4;B1;441052;4461204;Pi2
943;8_16028;16028;FRANKLIN-POL.IND.SAN MARCOS;65;28906;4;B1;440901;4461492;Pi2
944;8_16029;16029;EDISON-FRANKLIN;65;28906;4;B1;440891;4461743;Pi2
945;8_16030;16030;EDISON-GUTEMBERG;65;28906;4;B1;440604;4461793;Pi2
946;8_16037;16037;CALIDAD-INNOVACIÓN;65;28906;4;B1;441592;4463404;Pi1
947;8_16038;16038;GUTEMBERG-POL.IND.EL LOMO;65;28906;4;B1;440635;4460972;Pi2
948;8_16274;16274;PºDE LA ESTACIÓN-FRANCISCO PIZARRO;65;28902;2;B1;437934;4463006;2
949;8_16275;16275;PºESTACIÓN-MAGALLANES;65;28902;3;B1;438054;4463321;2
950;8_17242;17242;AV.LEONARDO DA VINCI-P.EMP.LA CARPETANIA;65;28906;4;B1;440887;4460532;Pi2
951;8_17435;17435;BECQUEREL-GLASER;65;28907;3;B1;436984;4463461;3
952;8_17439;17439;AV.SALVADOR ALLENDE-AV.CHILE;65;28907;3;B1;437245;4463724;3
953;8_06969;6969;GRAN CANAL-MURANO;5;28804;4;B3;469381;4481012;7, 1B
954;8_06245;6245;CTRA.BOADILLA-CEMENTERIO;80;28220;1;B2;426322;4480051;2
955;8_06251;6251;DOCTOR CALERO-FUNDADORES;80;28221;2;B2;426609;4480919;1
956;8_06253;6253;CTRA.PLANTÍO-NOVOTIENDAS;80;28221;2;B2;427297;4481006;1
957;8_06254;6254;CTRA.PLANTÍO-LOS SAUCES;80;28221;2;B2;427817;4481046;1
958;8_06161;6161;CTRA.M505-URB.MOLINO DE LA HOZ;127;28260;1;B2;420198;4487166;1
959;8_06976;6976;PZA.PUERTA DEL VADO-PºLAS MORERAS;5;28803;1;B3;469022;4480986;6
960;8_06977;6977;RONDA PESCADERÍA-RÍO TORMES;5;28801;1;B3;469158;4481105;6
961;8_06984;6984;PºCURAS-IGLESIA;5;28803;1;B3;468815;4481043;6, 1A
962;8_06985;6985;AV.REYES CATÓLICOS-MATEO ALEMÁN;5;28802;2;B3;468483;4481091;6, 1A
963;8_06986;6986;AV.REYES CATÓLICOS-GRAN CAPITÁN;5;28802;3;B3;468407;4480992;6
964;8_06991;6991;AV.REYES CATÓLICOS-SANTA TERESA;5;28803;3;B3;468062;4480638;6, 1B
965;8_06992;6992;AV.REYES CATÓLICOS-ALEGRÍA;5;28802;2;B3;468048;4480646;6, 1A
966;8_06993;6993;AV.REYES CATÓLICOS-HERNÁN CORTÉS;5;28802;2;B3;467868;4480527;6, 1A
967;8_06994;6994;AV.REYES CATÓLICOS-VIVEROS DE ALCALÁ;5;28803;3;B3;467918;4480534;6, 1B
968;8_06995;6995;AV.NUESTRA SRA.BELÉN-COLEGIO;5;28802;2;B3;467681;4480671;6, 1B
969;8_06950;6950;TORRELAGUNA-PARROQUIA;5;28807;7;B3;468925;4482090;7, 8
970;8_06952;6952;ALALPARDO-CONSERVATORIO;5;28806;8;B3;468776;4482503;8
971;8_06954;6954;SAN JUAN DEL VISO-SAN IGNACIO DE LOYOLA;5;28806;8;B3;468486;4482399;8, 9
972;8_17428;17428;TOLEDO-NARDO;106;28980;1;B2;434189;4454032;1, 2
973;8_17429;17429;AV.JUAN CARLOS I-PABLO CASALS;106;28982;1;B2;434431;4454142;2
974;8_06098;6098;CTRA.CORUÑA-CºTOMILLARÓN;127;28231;1;B2;426670;4482847;2
975;8_06252;6252;CTRA.PLANTÍO-CERRO DEL AIRE;80;28220;2;B2;426967;4480968;1
976;8_07453;7453;AV.MADRID-LA PERLA;14;28500;1;B3;461357;4461872;2
977;8_08789;8789;CTRA.POZUELO-URB.PINAR PLANTÍO;80;28220;2;B2;427312;4478824;2
978;8_09629;9629;AV.PLAZA DE TOROS-FOSO;13;28300;2;C1;448976;4431243;3
979;8_12310;12310;AV.MEDITERRÁNEO-CÓRDOBA;45;28770;1;B3;434116;4502511;2
980;8_16189;16189;AV.MATAPIÑONERA-AV.CAMINO DE LO CORTAO;134;28703;1;B1;447640;4489006;4
981;8_13218;13218;CºVALDESANCHUELA-PºESTACIÓN;161;28343;1;B3;442951;4449602;4
982;8_13223;13223;AV.SUR-AV.ARBOLEDAS;161;28343;1;B3;442792;4450445;4
983;8_07992;7992;AV.ANDALUCÍA-RESIDENCIA;161;28343;1;B3;442348;4450815;4
984;8_15556;15556;AV.MAJUELO-ALMACÉN;161;28343;1;B3;442522;4451273;4
985;8_13228;13228;AV.MADRID-DUBLÍN;161;28342;2;B3;441809;4451981;4
986;8_16321;16321;TRABAJADORAS DE COTTON-AV.MADRID;161;28342;2;B3;441802;4450692;7
987;8_16319;16319;CRISTO DE LA SALUD-GREGORIO PRIETO;161;28342;2;B3;442027;4450323;7
988;8_16320;16320;CRISTO DE LA SALUD-GREGORIO PRIETO;161;28342;2;B3;442001;4450338;7
989;8_16317;16317;CRISTO DE LA SALUD-DALÍ;161;28342;2;B3;442080;4450045;7
990;8_16323;16323;TRABAJADORAS COTTON-GTA.JULIANA EYBECK;161;28342;2;B3;441542;4451103;7
991;8_16325;16325;TRABAJADORAS COTTON-GTA.MARIANA PINEDA;161;28342;2;B3;441356;4451430;7
992;8_16327;16327;AGUSTINA DE ARAGÓN-GTA.TERESA DE JESÚS;161;28342;2;B3;441196;4450581;7
993;8_18004;18004;YERUPAJA-GREDOS;45;28707;1;B3;450138;4497971;8
994;8_18005;18005;YERUPAJA-ANETO;45;28707;1;B3;449912;4498225;8
995;8_18006;18006;APALACHES-NARANJO DE BULNES;45;28707;1;B3;449689;4498200;8
996;8_18007;18007;NARANJO DE BULNES-ORDIALES;45;28707;1;B3;449452;4498161;8
997;8_18008;18008;NARANJO DE BULNES-YERUPAJA;45;28707;1;B3;449368;4498189;8
998;8_18009;18009;NARANJO DE BULNES-LOIRA;45;28707;1;B3;449099;4498210;8
999;8_18012;18012;PºNARANJO DE BULNES-NÍGER;134;28707;1;B3;448852;4498084;8
1000;8_18013;18013;PºNARANJO DE BULNES-AMAZONAS;134;28707;1;B3;448617;4498058;8
1001;8_18014;18014;PºNARANJO DE BULNES-MIÑO;134;28707;1;B3;448360;4497851;8
1002;8_18015;18015;PºNARANJO DE BULNES-LENA;134;28707;1;B3;448266;4497609;8
1003;8_18016;18016;PºPERÚ-PºNARANJO DE BULNES;134;28707;1;B3;448183;4497462;8
1004;8_18017;18017;PºPERÚ-NOGAL;134;28707;1;B3;447965;4497532;8
1005;8_18018;18018;PºPERÚ-JARA;134;28707;1;B3;447766;4497329;8
1006;8_18020;18020;PºPERÚ-OLMO;134;28707;1;B3;447475;4496768;8
1007;8_18021;18021;PºPERÚ-PºCERRO DEL TORO;134;28707;1;B3;447764;4496918;8
1008;8_18022;18022;GAMO-PºCERRO DEL TORO;134;28707;1;B3;447642;4496599;8
1009;8_18025;18025;PZA.HEXÁGONO-DANUBIO;134;28707;1;B3;448208;4497002;8
1010;8_18026;18026;PºNARANJO DE BULNES-PZA.HEXÁGONO;134;28707;1;B3;448183;4497091;8
1011;8_11240;11240;AZALEA-SAN SEBASTIÁN;127;28231;1;B2;426494;4483360;2
1012;8_16375;16375;CºVIEJO DEL ESCORIAL-ARROYO;38;28470;1;C2;411137;4510186;1
1013;8_17077;17077;OCTAVIO PAZ-CARLOS FUENTES;5;28806;4;B3;468830;4483668;7, 1A
1014;8_07448;7448;AV.MADRID-CºESTRECHILLO;14;28500;1;B3;459241;4462486;2
1015;8_17846;17846;PADRÓN-AV.DE LOS CASTILLOS;7;28925;2;B1;431339;4467800;2
1016;8_16977;16977;CTRA.LOECHES-HACIENDA;148;28850;2;B2;460143;4478179;3
