OBJECTID;IDESTACION;CODIGOESTACION;DENOMINACION;CODIGOMUNICIPIO;CODIGOPOSTAL;DISTRITO;CORONATARIFARIA;X;Y;LINEAS
1;8_12867;12867;FUENTESAUCO-FONSECA;58;28944;4;B2;432502;4459070;4
2;8_12868;12868;FUENTESAUCO-FONSECA;58;28944;4;B2;432485;4459096;4
3;8_12869;12869;FUENTEVAQUEROS-HONTANAR;58;28944;4;B2;432681;4458882;4
4;8_12872;12872;NORIA-ERAS;58;28944;4;B2;432777;4459012;4
5;8_12873;12873;NORIA-HUMANES;58;28944;4;B2;432781;4458999;4
6;8_11488;11488;CºTORRE-LAGUNAS DE PERALES;65;28909;4;B1;443525;4462032;4
7;8_11487;11487;CºTORRE-LAGUNAS DE PERALES;65;28909;4;B1;443513;4462035;4
8;8_11723;11723;AV.RIGOBERTA MENCHÚ-CENTRO DE SALUD;65;28903;2;B1;439315;4464024;3
9;8_08257;8257;AV.JUAN CARLOS I-C.C.GETAFE 3;65;28905;3;B1;436862;4461269;1, 2
10;8_09628;9628;AV.PLAZA DE TOROS-FOSO;13;28300;2;C1;448931;4431234;3
11;8_09630;9630;FOSO-SAN PASCUAL;13;28300;2;C1;449065;4431564;3
12;8_09632;9632;CºNOBLEJAS-PARQUE POZO DE LA NIEVE;13;28300;2;C1;449249;4431348;3
13;8_09633;9633;CºNOBLEJAS-PARQUE POZO DE LA NIEVE;13;28300;2;C1;449259;4431359;3
14;8_09634;9634;NUEVA-PILAR;13;28300;2;C1;449434;4431164;3
15;8_09590;9590;MORERAS-LA BARRACA DE FEDERICO GªLORCA;13;28300;1;C1;449200;4432072;1
16;8_09591;9591;MORERAS-ANCHA;13;28300;1;C1;449368;4432069;1, 4
17;8_09592;9592;MORERAS-ANCHA;13;28300;1;C1;449370;4432054;1
18;8_09593;9593;MORERAS-PRIMERO DE MAYO;13;28300;1;C1;449542;4432037;1
19;8_09595;9595;PZA.DOCTOR GLEZ.BUENO-RESIDENCIA;13;28300;1;C1;449574;4432232;2
20;8_07750;7750;MÓSTOLES-DELICIAS;58;28944;4;B2;432421;4459751;1, 2, N5
21;8_12473;12473;PºDELEITE-FRESNO;13;28300;3;C1;447416;4430893;2, 3
22;8_12781;12781;ERAS-AV.MADRID;108;28723;1;C1;449145;4510700;1
23;8_12782;12782;VÍA COMPLUTENSE-BARRIO LEDESMA;5;28805;6;B3;470331;4482617;11
24;8_12783;12783;VÍA COMPLUTENSE-BARRIO LEDESMA;5;28805;6;B3;470352;4482599;11
25;8_12785;12785;VÍA COMPLUTENSE-TUY;5;28805;6;B3;470036;4482339;11
26;8_12788;12788;AV.AJALVIR-AMADEO VIVES;5;28806;8;B3;468040;4482356;11, 1B
27;8_12790;12790;BARCELONA-EST.LA SERNA;58;28945;3;B2;432788;4461147;3
28;8_12791;12791;AV.ESPAÑA-LEGANÉS;58;28945;3;B2;432879;4460848;N5
29;8_12792;12792;CORREDERA-LAS COLMENAS;45;28770;1;B3;434794;4502514;1
30;8_12769;12769;AV.ESPAÑA-SEVILLA;108;28723;1;C1;446390;4510174;1
31;8_12770;12770;SAN SEBASTIÁN-AV.SANTANDER;108;28723;1;C1;446767;4509659;1
32;8_12771;12771;BURGOS-TOLEDO;108;28723;1;C1;447405;4509574;1
33;8_12876;12876;AV.LEGANÉS-AV.BELLAS VISTAS;7;28922;2;B1;430066;4467336;2
34;8_12888;12888;DOCTOR FLEMING-DOCTOR CASTELO;161;28340;2;B3;442583;4449705;3, 7, SE
35;8_12889;12889;GUARDIA CIVIL-CENTRO RAMÓN ARECES;161;28340;2;B3;442368;4449911;3, 7, SE
36;8_12892;12892;PºE.TIERNO GALVÁN-PARQUE TIERNO GALVÁN;161;28341;1;B3;442543;4448871;2, 5, 6, SE
37;8_12896;12896;ALFONSO VII-RESIDENCIA DE MAYORES;5;28805;6;B3;469735;4484471;3, 7, 10
38;8_12897;12897;JOSÉ ORTEGA Y GASSET-CIUDAD 10;5;28805;4;B3;469951;4484650;3
39;8_12899;12899;J.RAMÓN JIMÉNEZ-JOSÉ ORTEGA Y GASSET;5;28805;6;B3;470171;4484590;3
40;8_12900;12900;J.RAMÓN JIMÉNEZ-OCHO DE MARZO;5;28805;6;B3;470151;4484416;3
41;8_12908;12908;NORIAS-JUZGADOS;80;28221;2;B2;426958;4480602;2
42;8_12636;12636;GABRIELA MISTRAL-AV.OCHO DE MARZO;58;28942;9;B2;429284;4461072;4
43;8_12681;12681;AV.JUAN CARLOS I-GTA.FELIPE IV;5;28806;3;B3;466512;4481565;11, 1B
44;8_12682;12682;AV.JUAN CARLOS I-EST.LA GARENA;5;28806;3;B3;466610;4481576;11, 1A
45;8_12683;12683;AV.JUAN CARLOS I-EST.LA GARENA;5;28806;3;B3;466688;4481657;11, 1B
46;8_12684;12684;AV.JUAN CARLOS I-AGUSTÍN DE BETHENCOURT;5;28806;8;B3;466847;4481693;11, 1A
47;8_12687;12687;AV.EUROPA-FEDERICO CHUECA;5;28806;3;B3;467526;4482111;11, 1B
48;8_12688;12688;AV.EUROPA-FEDERICO CHUECA;5;28806;3;B3;467531;4482091;11, 1A
49;8_12694;12694;AV.JUAN CARLOS I-C.C.ALCALÁ DE HENARES;5;28806;8;B3;466223;4481403;11
50;8_12910;12910;NORIAS-INSTITUTO;80;28220;2;B2;427550;4480524;2
51;8_16186;16186;ENCINAS-LOS ARCES;92;28935;1;B2;420586;4461966;5
52;8_11298;11298;SANTIAGO APOSTOL-SAN JOSÉ;14;28500;1;B3;462657;4461296;1
53;8_11301;11301;RONDA SUR-LA PERLITA;14;28500;1;B3;462170;4460917;2
54;8_11302;11302;SIETE VIENTOS-RAFAEL ALBERTI;14;28500;1;B3;462163;4461068;2
55;8_10488;10488;AV.ARAGÓN-PZA.ABOGADOS DE ATOCHA;134;28700;1;B1;446950;4490170;7
56;8_10446;10446;AV.ROSA LUXEMBURGO-AV.MIGUEL HDEZ.;134;28700;1;B1;446203;4490037;4, 7
57;8_10447;10447;AV.ROSA LUXEMBURGO-CALDERÓN DE LA BARCA;134;28700;1;B1;446236;4490044;4
58;8_12984;12984;AV.MAR MEDITERRÁNEO-ATENEA;161;28340;1;B3;441714;4448040;3
59;8_16461;16461;ANTONIO TAPIES-LUCIO MUÑOZ;113;28320;1;B2;440416;4455782;1
60;8_16384;16384;CTRA.FUENFRÍA-CENTRO DE INTERPRETACIÓN;38;28479;1;C2;409711;4512589;1
61;8_12705;12705;LOS FRESNOS-LOS ARCES;92;28935;1;B2;420641;4462622;5
62;8_12764;12764;CTRA.M627-GRANJA ESCUELA;108;28723;1;C1;448235;4513267;1
63;8_12765;12765;CTRA.M627-URB.ATALAYA REAL;108;28723;1;C1;448319;4512919;1
64;8_12768;12768;AV.OLIMPIADAS-POLIDEPORTIVO;108;28723;1;C1;446987;4510054;1
65;8_12635;12635;AV.PABLO IGLESIAS-AV.CIUDAD JARDÍN;58;28942;9;B2;429419;4461593;4
66;8_09817;9817;ARISTÓTELES-POLIDEPORTIVO;127;28230;1;B2;422577;4485323;1, 2
67;8_09820;9820;AV.ATENAS-C.C.ZOCO MONTERROZAS;127;28230;1;B2;421874;4485808;2
68;8_09826;9826;AV.ATENAS-URB.EL PINAR;127;28230;1;B2;423173;4487379;2
69;8_09750;9750;AV.ALCALÁ DE HENARES-URB.LOS VILLARES;14;28500;1;B3;461984;4462577;1
70;8_09751;9751;AV.ALCALÁ DE HENARES-URB.LOS VILLARES;14;28500;1;B3;461946;4462572;1
71;8_12848;12848;FERROCARRIL-LOPE DE VEGA;65;28904;3;B1;437605;4462079;1, 6
72;8_12857;12857;ALAMEDA BAJA-PºCARRIZAL;903;28760;1;B2;441873;4496135;3
73;8_12861;12861;PºANDES-PºCARRIZAL;903;28760;1;B2;441982;4495683;3
74;8_16398;16398;CTA.VALDERREMATA-TANATORIO;161;28340;1;B3;443417;4449301;6
75;8_10854;10854;SAN JUAN DE LA CRUZ-LOPE DE VEGA;115;28223;1;B1;430757;4476017;1
76;8_10436;10436;ALMÍBAR-CALANDRIA;13;28300;2;C1;448646;4431365;4
77;8_09602;9602;PRIMERO DE MAYO-POLIDEPORTIVO;13;28300;1;C1;449554;4431904;1, 2, 4
78;8_09603;9603;AV.LOYOLA-PZA.MATADERO;13;28300;3;C1;447807;4431280;2
79;8_09604;9604;AV.LOYOLA-PZA.MATADERO;13;28300;3;C1;447808;4431270;2
80;8_09605;9605;AV.LOYOLA-PZA.PALOMA;13;28300;3;C1;447599;4431265;2
81;8_09606;9606;AV.LOYOLA-PZA.PALOMA;13;28300;3;C1;447599;4431254;2
82;8_09608;9608;AV.LOYOLA-FRESNO;13;28300;3;C1;447427;4431242;2
83;8_09609;9609;PºDELEITE-TARAY;13;28300;3;C1;447083;4430799;2
84;8_09613;9613;PºDELEITE-CUESTA PERDICES;13;28300;3;C1;447837;4430973;2, 3
85;8_09614;9614;FOSO-NUESTRA SRA.AZUCENA;13;28300;2;C1;449033;4431361;3
86;8_09620;9620;VALERAS-VERDERÓN;13;28300;3;C1;448155;4431612;2
87;8_10610;10610;AV.ESPAÑA-EST.ALCOBENDAS S.SEB.REYES;134;28701;1;B1;446410;4488779;9
88;8_12329;12329;AV.PLANTÍO-RECINTO FERIAL;49;28821;1;B1;452451;4475865;2
89;8_16214;16214;AV.UNIÓN EUROPEA-TORREVIEJA;15;28939;1;B3;421879;4459410;1
90;8_12337;12337;AV.PORTUGAL-RESTAURANTE;92;28935;4;B2;424472;4462920;5
91;8_10884;10884;BRASIL-URUGUAY;58;28946;2;B2;433439;4459647;6
92;8_10896;10896;AV.CONSTITUCIÓN-ROMA;148;28850;2;B2;460209;4478875;6
93;8_11230;11230;PºCHOPERA-CÁDIZ;6;28100;1;B1;445801;4488257;11
94;8_11234;11234;CºTOMILLARÓN-URB.EL COTO;127;28230;1;B2;426876;4482899;2
95;8_11235;11235;CºTOMILLARÓN-URB.EL COTO;127;28230;1;B2;426883;4482890;2
96;8_11237;11237;SANTA MARÍA-PISTA POLIDEPORTIVA;127;28230;1;B2;426901;4483086;2
97;8_11239;11239;SANTA MARÍA-SANTA ISABEL;127;28231;1;B2;426703;4483249;2
98;8_11116;11116;ALAMEDA BAJA-DESPEÑAPERROS;903;28760;1;B2;441762;4496142;3
99;8_11118;11118;PºCARRIZAL-ORDUÑA;903;28760;1;B2;441849;4495942;3
100;8_08515;8515;OLÍMPICO FCO.FDEZ.OCHOA-SAPPORO;7;28923;3;B1;431080;4466516;2
101;8_11013;11013;AV.PTE.LOS VIVEROS-PºPAGO DE LA PERDIZ;104;28860;1;B2;456693;4480726;1, 2
102;8_08552;8552;BALEARES-BADAJOZ;92;28931;3;B2;427162;4464626;1, 4
103;8_08553;8553;BALEARES-ÁVILA;92;28937;3;B2;427267;4464515;1, 4
104;8_11036;11036;BATANES-RONDA VALDECARRIZO;903;28760;1;B2;441336;4496125;3
105;8_11387;11387;PRINCIPAL-VEINTICUATRO;54;28292;1;C1;411609;4494299;3
106;8_11390;11390;EST.LAS ZORRERAS;54;28292;1;C1;411525;4496058;3
107;8_11341;11341;PºREDONDILLO-EL PORTACHUELO;45;28770;1;B3;434566;4500935;2
108;8_11391;11391;EST.LAS ZORRERAS;54;28292;1;C1;411530;4496076;3
109;8_11405;11405;ALEJO CARPENTIER-INSTITUTO;5;28806;3;B3;468213;4482785;7, 1A
110;8_11407;11407;DÁMASO ALONSO-GTA.JACINTO BENAVENTE;5;28806;8;B3;468363;4482936;7, 1A
111;8_11408;11408;DÁMASO ALONSO-GTA.JACINTO BENAVENTE;5;28806;8;B3;468347;4482930;7, 1B
112;8_11281;11281;PLAYA DEL SARDINERO-GTA.ALCALDE DE FABRA;22;28669;1;B2;425303;4477458;3
113;8_11283;11283;CATALUÑA-ARAGÓN;113;28320;2;B2;441020;4455673;1
114;8_12940;12940;EXTREMADURA-AYUNTAMIENTO;47;28400;1;B3;416401;4500048;4
115;8_12941;12941;HILADOS-COMISARÍA;148;28850;2;B2;461133;4477558;2, 5A
116;8_12942;12942;ÁLAMO-COLEGIO;148;28850;2;B2;461161;4477361;2
117;8_12945;12945;ÁLAMO-COLEGIO;148;28850;2;B2;461209;4477385;2
118;8_09626;9626;AV.PLAZA DE TOROS-CONCHA;13;28300;3;C1;448795;4431261;3
119;8_09583;9583;REY-AUDITORIO;13;28300;1;C1;448874;4431730;1
120;8_09584;9584;FOSO-GOBERNADOR;13;28300;1;C1;449079;4431716;1
121;8_09539;9539;ESTRELLAS-AV.MADRID;40;28350;2;B3;446908;4446243;1
122;8_11966;11966;PºRADAR-MURCIA;104;28860;1;B1;455319;4484112;1, 2
123;8_11967;11967;PºRADAR-AV.TORREJÓN DE ARDOZ;104;28860;1;B1;455323;4484063;1, 2
124;8_12005;12005;AV.EUROPA-UNIVERSIDAD;7;28922;1;B1;428344;4467236;1
125;8_11769;11769;NARDOS-PARQUE DE LOS CASTILLOS;7;28925;2;B1;431710;4467796;2
126;8_11768;11768;NARDOS-TULIPANES;7;28925;2;B1;431703;4467816;2
127;8_11984;11984;PºENRIQUE TIERNO GALVÁN-COLEGIO;161;28340;1;B3;442744;4448892;2, 5, 6
128;8_11985;11985;PºENRIQUE TIERNO GALVÁN-COLEGIO;161;28341;1;B3;442802;4448922;2, 5, 6, SE
129;8_11986;11986;AV.MAR MEDITERRÁNEO-CENTRO COMERCIAL;161;28340;1;B3;442301;4448735;2
130;8_11989;11989;AV.MAR MEDITERRÁNEO-OLIMPO;161;28341;1;B3;442092;4448580;2, SE
131;8_11992;11992;AV.MAR MEDITERRÁNEO-MINERVA;161;28340;1;B3;441697;4448053;2, 3
132;8_11993;11993;AV.MAR ADRIÁTICO-COLEGIO;161;28341;1;B3;441857;4447833;2, 6
133;8_11994;11994;APOLO-JÚPITER;161;28341;1;B3;442141;4448093;2
134;8_11770;11770;BUDAPEST-HOSPITAL FUNDACIÓN ALCORCÓN;7;28922;1;B1;429240;4467098;1, 2
135;8_11776;11776;ABEDULES-SAUCES;7;28922;4;B1;429000;4465813;2
136;8_11778;11778;SAUCES-HAYAS;7;28922;4;B1;428906;4465474;2
137;8_12231;12231;PºJOAQUÍN R.JIMÉNEZ-LOS ALMENDROS;152;28250;1;B3;421916;4492089;4
138;8_12241;12241;NARDO-CENTRO CÍVICO;6;28109;1;B1;446211;4487110;1, 2, 3, 5
139;8_11818;11818;AV.LIBERTAD-LIRIOS;7;28925;2;B1;431866;4467488;2
140;8_11819;11819;AV.LIBERTAD-LIRIOS;7;28925;2;B1;431848;4467509;2
141;8_12244;12244;ISABEL DE GUZMÁN-FERRAZ;5;28807;7;B3;469317;4482300;3, 9, 10
142;8_12246;12246;AV.ALCARRIA-BELVÍS DEL JARAMA;5;28806;6;B3;469284;4482682;9, 10
143;8_12247;12247;AV.ALCARRIA-PZA.PAZ;5;28806;6;B3;469373;4482968;9, 10
144;8_12248;12248;AV.MIGUEL DE UNAMUNO-AV.JESUITAS;5;28806;4;B3;469044;4482974;9
145;8_11822;11822;VIENA-CEMENTERIO;7;28922;1;B1;429009;4467321;1, 2
146;8_12257;12257;JOSÉ MªPEREDA-PZA.JOSÉ ESPRONCEDA;5;28806;4;B3;469037;4483683;10
147;8_12258;12258;AV.BENITO PÉREZ GALDÓS-PÍO BAROJA;5;28806;4;B3;468816;4484148;10, 1A
148;8_12259;12259;AV.BENITO PÉREZ GALDÓS-PZA.ALFONSO XII;5;28806;4;B3;468797;4484129;3, 10, 1B
149;8_12260;12260;AV.BENITO P.GALDÓS-LEOPOLDO ALAS CLARÍN;5;28806;4;B3;468827;4484576;10, 1B
150;8_11823;11823;VIENA-BUDAPEST;7;28922;1;B1;429008;4467283;1, 2
151;8_11883;11883;OLÍMPICO FCO.FDEZ.OCHOA-CAMPOS DE LA HUERTA;7;28923;3;B1;430801;4466191;2
152;8_11884;11884;MARGARITA-AV.ALCALDE DE MOSTOLES;92;28933;2;B2;426823;4465744;4
153;8_12271;12271;AV.ESPAÑA-LOS OLMOS;80;28220;2;B2;426566;4480361;2
154;8_11885;11885;MARGARITA-CRISANTEMO;92;28933;2;B2;426801;4465755;4
155;8_11886;11886;AV.CARLOS V-INSTITUTO;92;28936;3;B2;427904;4464198;1
156;8_10513;10513;TEIDE-POL.IND.LA ESTACIÓN;58;28944;4;B2;431809;4459122;3
157;8_12006;12006;AV.EUROPA-UNIVERSIDAD;7;28922;1;B1;428351;4467217;1
158;8_08530;8530;CANTOS-ZAMORA;7;28922;4;B1;429462;4466408;1
159;8_08486;8486;CANTOS-POLIDEPORTIVO;7;28922;4;B1;430034;4466220;1
160;8_10528;10528;RONDA VALDECARRIZO-IMPRENTA;903;28790;1;B2;441316;4495554;3
161;8_08482;8482;CANTOS-ZAMORA;7;28922;4;B1;429478;4466387;1
162;8_08484;8484;CANTOS-MAYOR;7;28922;4;B1;429741;4466341;1
163;8_08483;8483;CANTOS-MAYOR;7;28922;4;B1;429749;4466317;1
164;8_08493;8493;OLÍMPICO FCO.FDEZ.OCHOA-POLVORANCA;7;28923;3;B1;430820;4466184;2
165;8_08498;8498;BETANZOS-MELONEROS;7;28925;2;B1;431153;4467810;2
166;8_12379;12379;AV.EUROPA-REINO UNIDO;113;28320;2;B2;440988;4455803;1
167;8_12553;12553;ESCOFINA-CAMINO DEL MOLINO;47;28409;1;B3;413828;4498350;2, 6
168;8_12425;12425;AV.PABLO IGLESIAS-AV.LIBERTAD;58;28942;9;B2;428795;4461999;1, 4
169;8_12433;12433;ALEJO CARPENTIER-MIGUEL DELIBES;5;28806;4;B3;468560;4482980;9
170;8_12434;12434;ALEJO CARPENTIER-MIGUEL DELIBES;5;28806;4;B3;468567;4482967;9
171;8_12435;12435;E.PASCUAL Y CUÉLLAR-CENTRO DE JUBILADOS;5;28806;8;B3;468849;4482304;8
172;8_16212;16212;RÍO TAJO-VALDELACEA;15;28939;1;B3;421528;4459064;1
173;8_12276;12276;AV.AMÉRICA-COLOMBIA;106;28980;1;B2;434928;4453476;3
174;8_08563;8563;AV.CARLOS V-EMPECINADO;92;28936;3;B2;427917;4463969;1
175;8_08564;8564;AV.CARLOS V-EMPECINADO;92;28936;3;B2;427891;4463973;1
176;8_08566;8566;AV.ONU-BARCELONA;92;28936;3;B2;427826;4464418;1
177;8_08565;8565;AV.ONU-ESTORIL;92;28936;3;B2;427825;4464438;1
178;8_08567;8567;BARCELONA-CENTRO DE SALUD;92;28937;3;B2;427556;4464441;1
179;8_08573;8573;JUAN XXIII-RESIDENCIA;92;28938;4;B2;426573;4463885;2, 3
180;8_08574;8574;ALCALDE ZALAMEA-PARQUE DOS DE MAYO;92;28931;4;B2;426572;4463840;2, 3
181;8_08575;8575;PºARROYOMOLINOS-HUESCA;92;28938;4;B2;426350;4463699;2, 3
182;8_08576;8576;PºARROYOMOLINOS-PARQUE LA PAZ;92;28938;4;B2;426102;4463424;1, 2, 3
183;8_08578;8578;H POLÍGONO INDUSTRIAL 1-PºARROYOMOLINOS;92;28938;4;B2;426130;4463363;2
184;8_12971;12971;F.GARCÍA LORCA-SANTA TERESA;113;28320;2;B2;440897;4454699;1
185;8_08214;8214;AV.BUENOS AIRES-BIBLIOTECA;65;28905;3;B1;437507;4464255;3
186;8_08226;8226;CTRA.M406-HOSPITAL DE GETAFE;65;28905;3;B1;437187;4462983;3, 6
187;8_12112;12112;CTRA.M966-SANATORIO FUENFRIA;38;28479;1;C2;409571;4512938;1
188;8_10139;10139;CTRA.TOLEDO-MATADERO;13;28300;4;C1;447141;4431660;1
189;8_10146;10146;CTRA.TOLEDO-MATADERO;13;28300;4;C1;447147;4431652;1
190;8_10075;10075;AV.CONSTITUCIÓN-LA ZARZUELA;148;28850;2;B2;462081;4479417;6, 1B
191;8_09428;9428;CAMINO SUR-PºMARQUESA VIUDA ALDAMA;6;28109;1;B1;447238;4485438;1, 2
192;8_09430;9430;CAMINO SUR-CºDE LA FUENTE;6;28109;1;B1;446502;4485075;2
193;8_09431;9431;CAMINO DE LA HUERTA-CºALTO;6;28109;1;B1;446403;4484801;2
194;8_09435;9435;CAMINO HUERTA-VEREDA LOS ÁLAMOS;6;28109;1;B1;447381;4485063;1, 2
195;8_09437;9437;CAMINO HUERTA-CºANCHO;6;28109;1;B1;447584;4485160;1, 2
196;8_09439;9439;CAMINO VIEJO-CºANCHO;6;28109;1;B1;447955;4485046;1, 2
197;8_09441;9441;CAMINO VIEJO-INTERGOLF;6;28109;1;B1;448448;4485703;1, 2
198;8_09447;9447;SAN VIDAL-RONDA FISCAL;5;28803;3;B3;468575;4480459;5, 1A
199;8_09450;9450;NUÑEZ DE GUZMÁN-SAN FRUCTUOSO;5;28802;2;B3;468158;4480980;5
200;8_09451;9451;NÚÑEZ DE GUZMÁN-VICENTE ESPINEL;5;28802;2;B3;468368;4481074;5
201;8_09453;9453;VÍA COMPLUTENSE-SAN BERNARDO;5;28801;1;B3;468761;4481735;5
202;8_09456;9456;AV.LOPE DE FIGUEROA-ÁVILA;5;28804;5;B3;470838;4482369;5, 1B
203;8_09457;9457;ÁVILA-CºESGARAVITA;5;28805;5;B3;470729;4482662;5, 1B
204;8_09458;9458;ÁVILA-CºESGARAVITA;5;28805;5;B3;470718;4482642;5, 1A
205;8_09459;9459;AV.LOPE DE FIGUEROA-ÁVILA;5;28804;6;B3;470827;4482389;5, 1A
206;8_09463;9463;VÍA COMPLUTENSE-PZA.ATILANO CASADO;5;28807;7;B3;469202;4481863;2, 5, 10, 11
207;8_09464;9464;VÍA COMPLUTENSE-SAN BERNARDO;5;28806;7;B3;468752;4481756;5
208;8_09465;9465;DEMETRIO DUCAS-ESCUELA INFANTIL;5;28802;2;B3;468409;4481267;5
209;8_09467;9467;NÚÑEZ DE GUZMÁN-SAN FRUCTUOSO;5;28802;2;B3;468078;4480983;5
210;8_09469;9469;SAN VIDAL-COLEGIO;5;28803;3;B3;468397;4480653;5, 1B
211;8_09470;9470;SAN VIDAL-RONDA FISCAL;5;28803;3;B3;468556;4480445;5
212;8_09473;9473;ÁVILA-LEÓN;5;28804;5;B3;471107;4482088;6, 8
213;8_09478;9478;AV.EUROPA-COLONIA VALDECAHONDE;79;28023;9;B1;433376;4477687;2
214;8_11504;11504;AV.FRONTERAS-CENTRO DE SALUD;148;28850;4;B2;459105;4478987;4, 1A, 5A
215;8_11505;11505;AV.FRONTERAS-CENTRO DE SALUD;148;28850;4;B2;459121;4479015;4, 1B, 5B
216;8_11515;11515;PLAYA LAS AMÉRICAS-PANAMÁ;127;28230;1;B2;423889;4488456;2
217;8_11525;11525;AV.CONTITUCIÓN-MADRID;54;28280;1;C1;405000;4493201;3
218;8_11526;11526;AV.CONTITUCIÓN-ALFONSO XIII;54;28280;2;C1;405006;4493190;3
219;8_11528;11528;SAN SEBASTIÁN-CARDENAL CISNEROS;54;28280;1;C1;404506;4493785;2, 3
220;8_11529;11529;JUAN DE TOLEDO-ESTACIÓN DE AUTOBUSES;131;28200;1;C1;403319;4494278;2, 4
221;8_11530;11530;CTRA.M600-URB.JARDÍN DE REYES;54;28280;2;C1;404520;4495115;2, 4
222;8_11775;11775;SAUCES-ABEDULES;7;28922;4;B1;428999;4465777;2
223;8_11777;11777;SAUCES-NOGALES;7;28922;4;B1;428886;4465456;2
224;8_11779;11779;BUDAPEST-HOSPITAL FUNDACIÓN ALCORCÓN;7;28922;1;B1;429163;4467216;1, 2
225;8_11789;11789;UNIV.ALCALÁ-HOSPITAL;5;28805;4;B3;470644;4484484;2
226;8_11790;11790;UNIV.ALCALÁ-HOSPITAL;5;28805;4;B3;470638;4484464;2
227;8_11795;11795;AV.LA VEGA-FRANCISCA DELGADO;6;28108;1;B1;446706;4487512;2, 5, 9, 10
228;8_11691;11691;PALOMARES-PARQUE LOS OLIVOS;9;28110;1;B3;457576;4494326;L-1
229;8_11305;11305;RONDA BATRES-CARTAGENA;14;28500;1;B3;462776;4461655;2, 4
230;8_11933;11933;MARQUÉS ALONSO MARTÍNEZ-PºALAMEDA;5;28804;5;B3;469878;4481699;6
231;8_11934;11934;AZUCENA-GINER DE LOS RÍOS;5;28801;1;B3;469661;4481633;6, 7, 10
232;8_13177;13177;OLÍMPICO FCO.FDEZ.OCHOA-INSTITUTO;7;28922;4;B1;430523;4466004;2
233;8_13178;13178;AV.LIBERTAD-PUERTA DEL SUR;7;28924;2;B1;431200;4466697;2
234;8_11887;11887;AV.CARLOS V-CAMINO DE LEGANES;92;28936;3;B2;427886;4464204;1
235;8_13179;13179;AV.LIBERTAD-PUERTA DEL SUR;7;28924;2;B1;431221;4466682;2
236;8_11941;11941;ISABEL II-FERNANDO III EL SANTO;106;28982;1;B2;434992;4454061;2
237;8_11827;11827;CAMILO JOSÉ CELA-J.RAMÓN JIMÉNEZ;127;28232;1;B2;423985;4485770;2
238;8_11828;11828;CAMILO JOSÉ CELA-SEVERO OCHOA;127;28230;1;B2;424160;4486098;2
239;8_11829;11829;CAMILO JOSÉ CELA-SEVERO OCHOA;127;28230;1;B2;424235;4486040;2
240;8_13182;13182;AV.LIBERTAD-JOAQUIN VILUMBRALES;7;28925;2;B1;431533;4467116;2
241;8_13183;13183;AV.LIBERTAD-JOAQUÍN VILUMBRALES;7;28925;2;B1;431549;4467096;2
242;8_15063;15063;MORALEJA DE ENMEDIO-CAMPOS DE FÚTBOL;92;28938;4;B2;425824;4461984;2
243;8_15278;15278;TAMARINDO-ALMENDRO;92;28935;1;B2;421715;4463107;5
244;8_08313;8313;AV.GENERAL PALACIO-CAPELLANES;65;28902;2;B1;438307;4462496;4, Pi1, Pi2
245;8_08579;8579;LAS PALMAS-PZA.ARROYOMOLINOS;92;28938;4;B2;426354;4463601;1
246;8_08582;8582;LAS PALMAS-CºHUMANES;92;28938;4;B2;426857;4463603;1
247;8_08581;8581;LAS PALMAS-CºHUMANES;92;28938;4;B2;426836;4463612;1
248;8_12730;12730;AV.SIERRA-EST.ALCOBENDAS S.SEB.REYES;134;28701;1;B1;446396;4488868;4, 7
249;8_08586;8586;MONTEVIDEO-CHILE;92;28938;4;B2;427156;4463628;1
250;8_08587;8587;VERACRUZ-ALFONSO XII;92;28937;4;B2;427322;4463664;1, 4
251;8_10634;10634;AV.EJÉRCITO-CASA DEL REY;14;28500;1;B3;462300;4461523;1
252;8_10641;10641;CºPUENTE VIEJO-SEVILLA;14;28500;1;B3;461484;4461924;1
253;8_10643;10643;CºPUENTE VIEJO-ALICANTE;14;28500;1;B3;461049;4462072;1
254;8_10644;10644;CºPUENTE VIEJO-ISLAS BALEARES;14;28500;1;B3;460813;4462399;1
255;8_10645;10645;CºPUENTE VIEJO-SALAMANCA;14;28500;1;B3;460658;4462625;1
256;8_10652;10652;VDA.YEGUAS-AV.GUIJAR;14;28500;1;B3;460687;4463210;1
257;8_10653;10653;AV.GUIJAR-ACACIA;14;28500;1;B3;460756;4463408;1
258;8_11854;11854;SANTO TOMÁS-GRANADILLA;80;28220;1;B2;425648;4480465;1
259;8_17593;17593;ESTRELLA-LUNA;96;28600;1;B3;414260;4459858;1
260;8_15321;15321;ESTRELLA-C.C.EL OLIVAR;96;28600;1;B3;414412;4460011;1
261;8_16794;16794;FELIX SERRANO DEL REAL-SAN DAMIÁN;96;28600;1;B3;414578;4460212;1
262;8_12070;12070;PRINCIPAL-QUINCE;54;28292;1;C1;410870;4494757;3
263;8_12072;12072;ESTACIÓN-NUEVE;54;28292;1;C1;410966;4495622;3
264;8_12075;12075;PRINCIPAL-CATORCE;54;28292;1;C1;411309;4494571;3
265;8_15797;15797;ESTACIÓN DE AUTOBUSES COLLADO VILLALBA;47;28400;1;B3;415149;4497980;1, 2, 3, 4, 6
266;8_09886;9886;ALBERCA-INSTITUTO;22;28660;1;B2;425261;4473531;1, 4
