OBJECTID;IDESTACION;FECHAACTUAL;CODIGOESTACION;DENOMINACION;CODIGOEMPRESA;CODIGOMUNICIPIO;CODIGOPOSTAL;DISTRITO;CORONATARIFARIA;X;Y;LINEAS
4204;6_2514;20190912;2514;SIERRA CONTRAVIESA-C.RGUEZ.SAN PEDRO;2942;79;28053;13;A;443155;4470772;102, N11
4205;6_3179;20190912;3179;ALFONSO XIII-PZA.PRESIDENTE CARDENAS;109;79;28016;5;A;442425;4479283;150
4206;6_2950;20190912;2950;CTRA. VILLAVERDE A VALLECAS-SAHARA;1794;79;28041;17;A;441405;4467337;23, 123, 130, N13
4207;6_2956;20190912;2956;CTRA.CCHEL A VILLAVERDE-CENTRO ESCOLAR;3216;79;28041;17;A;439698;4467506;131
4208;6_2963;20190912;2963;CESAR MANRIQUE-LA CABRERA;1516;79;28035;8;A;439062;4480635;42, 127, 132, N21
4209;6_2968;20190912;2968;ARZOBISPO MORCILLO-JULIO PALACIOS;3291;79;28029;8;A;441270;4481664;132
4210;6_2976;20190912;2976;ALMIRANTE FCO.MORENO-DR.F.RUBIO;3286;79;28040;9;A;439499;4478634;132
4211;6_2989;20190912;2989;AVDA. MONFORTE DE LEMOS;1734;79;28029;8;A;441026;4481451;134, 137
4212;6_299;20190912;299;AV.DOCTOR ARCE-VELAZQUEZ;418;79;28002;5;A;442261;4477707;16, 19, 51, N1
4213;6_3000;20190912;3000;COSTA BRAVA-LA MASO;1761;79;28034;8;A;440389;4483353;134, 178, N23
4214;6_3005;20190912;3005;LA MASO-NURIA;1752;79;28034;8;A;439986;4483117;134
4215;6_3008;20190912;3008;CERRO DEL CASTAÑAR-LA MASO;1746;79;28034;8;A;439643;4482766;134
4216;6_3616;20190912;3616;SOFIA-MANCHESTER;4447;79;28022;20;A;449069;4475812;38
4217;6_1327;20190912;1327;ALCALA Nº 238;758;79;28017;15;A;444378;4476099;38, 146, N5
4218;6_1351;20190912;1351;ALCALA-FLORENCIO LLORENTE;2331;79;28027;15;A;444731;4476181;38, N5
4219;6_6109;20190912;6109;USERA-PZA.FDEZ.LADREDA;2431;79;28026;12;A;439365;4470956;47, 247
4220;6_1202;20190912;1202;VILLAMANIN-Cº CAMPAMENTO (BATAN);2627;79;28011;10;A;436229;4473439;33, 65
4221;6_5442;20190912;5442;GENERAL RICARDOS-OCA;4078;79;28019;11;A;438021;4471373;34, 35, N26
4222;6_320;20190912;320;VELEZ RUBIO Nº113;510;79;28033;16;A;444070;4481245;7, 29, 129
4223;6_318;20190912;318;CUEVAS DE ALMANZORA Nº 18;508;79;28033;16;A;444266;4481107;7, 29, 129, N1
4224;6_2870;20190912;2870;ANTONIO MACHADO-VALDERREY;1656;79;28035;9;A;439107;4480169;127, 132, N21
4225;6_5521;20190912;5521;CASTIELLO DE JACA-VILLAVA;3787;79;28050;8;A;442908;4483636;176
4226;6_5973;20190912;5973;GLORIETA LALIN-FROMISTA;4222;79;28050;8;A;443288;4485018;N24
4227;6_5983;20190912;5983;JACOMETREZO-PZA. DE SANTO DOMINGO;5571;79;28013;1;A;440151;4474837;148
4228;6_5985;20190912;5985;SAN BERNARDO-PZA. DE SANTO DOMINGO;5572;79;28013;1;A;440017;4474915;44
4229;6_5986;20190912;5986;SAN BERNARDO-GRAN VIA;5573;79;28013;1;A;440028;4474943;133
4230;6_5990;20190912;5990;VALLE DE ORO-CNO.VIEJO DE LEGANES;5549;79;28019;11;A;438418;4471250;55, 81, 108, N17
4231;6_3916;20190912;3916;MINERVA-OMEGA;5112;79;28032;19;A;449045;4472589;71, 100, E3, N7
4232;6_3668;20190912;3668;MINERVA-MOLINO VIEJO;5487;79;28032;19;A;448604;4472098;71
4233;6_3438;20190912;3438;RAIMUNDO FERNANDEZ VILLAVERDE;3570;79;28046;6;A;441439;4477727;126
4234;6_3231;20190912;3231;GTA.MAR DE CRISTAL-AYACUCHO;24;79;28033;16;A;446050;4480263;112, 125
4235;6_3482;20190912;3482;AVDA. MONFORTE DE LEMOS;3392;79;28029;8;A;440504;4481420;134, 137
4236;6_1970;20190912;1970;HOSPITAL LA PAZ-MATERNIDAD;1602;79;28029;8;A;441711;4481537;67, 124, 132, 135, 137, N24
4237;6_6127;20190912;6127;MONFORTE DE LEMOS-LA VAGUADA;93;79;28029;8;A;440217;4481380;49, 83, 132, 137
4238;6_6128;20190912;6128;LA VAGUADA;1369;79;28029;8;A;440209;4481379;128, N22
4239;6_2106;20190912;2106;CTRA.CANILLAS-EMIGRANTES;2768;79;28043;16;A;446164;4479806;73, N3
4240;6_2849;20190912;2849;PEDRO RICO-HOSPITAL LA PAZ;3220;79;28029;8;A;441719;4481647;124, 137
4241;6_2011;20190912;2011;HOSPITAL LA PAZ-MATERNIDAD;5363;79;28029;8;A;441734;4481454;67, 124, 134, 135, N24
4242;6_3811;20190912;3811;MAR DE CRISTAL-AREQUIPA;4898;79;28033;16;A;445945;4480274;171
4243;6_2102;20190912;2102;CTRA.CANILLAS-TIBERIADES;2767;79;28043;16;A;446057;4479785;73, N3
4244;6_3839;20190912;3839;AVDA.MACHUPICHU-MONTALBOS;4911;79;28043;16;A;446220;4479721;112, 153
4245;6_3840;20190912;3840;AV.MACHUPICHU-MOTA DEL CUERVO;4912;79;28043;16;A;446232;4479755;112, 153, N3
4246;6_564;20190912;564;AV.BRASILIA-BRISTOL;709;79;28028;4;A;444007;4477115;53, 122
4247;6_3670;20190912;3670;AV.MACHUPICHU-SILVANO;3582;79;28043;16;A;446229;4479464;112, 122, 153
4248;6_5950;20190912;5950;SILVANO-AVENIDA MACHUPICHU;4080;79;28043;16;A;446289;4479505;120
4249;6_3669;20190912;3669;AV.MACHUPICHU-SILVANO;3583;79;28043;16;A;446255;4479464;112, 122, 153
4250;6_5951;20190912;5951;SILVANO-AVENIDA MACHUPICHU;4081;79;28043;16;A;446277;4479524;120
4251;6_1353;20190912;1353;PZA.DE TOROS DE LAS VENTAS;757;79;28028;4;A;443858;4476016;21, 38, 106, 110, 146, 210, N5, N7
4252;6_3628;20190912;3628;AV.NIZA-LAS MUSAS;4394;79;28022;20;A;448580;4476159;38
4253;6_3762;20190912;3762;MARIA SEVILLA DIAGO-NIZA;4420;79;28022;20;A;448597;4476227;140
4254;6_2655;20190912;2655;MARIA SEVILLA DIAGO-NIZA;4419;79;28022;20;A;448516;4476227;140
4255;6_3187;20190912;3187;AV.BRUSELAS-PZA.VENECIA;692;79;28028;4;A;443896;4477061;43, N3
4256;6_2742;20190912;2742;AV.BRUSELAS Nº 51;691;79;28028;4;A;443863;4476876;43, 53, 74, N3
4257;6_1714;20190912;1714;AV.BRUSELAS Nº 48;690;79;28028;4;A;443843;4476798;43, 53, 74, N3
4258;6_33;20190912;33;GRAN VIA-PZA.ESPAÑA;171;79;28013;1;A;439836;4475154;1, 2, 46, 74, N18, N19, N20, N21
4259;6_1557;20190912;1557;PZA. ESPAÑA-CTA. SAN VICENTE;855;79;28008;1;A;439724;4475126;25, 39, 46, 62, 75, 148
4260;6_1540;20190912;1540;PZA.ESPAÑA-CTA.SAN VICENTE;854;79;28008;9;A;439713;4475147;3, 25, 39, 46, 62, 75, 138, 148, C2
4261;6_1382;20190912;1382;AVDA. ALFONSO XIII;304;79;28016;5;A;443545;4478996;40
4262;6_5422;20190912;5422;NTRA.SRA.VALVERDE-ALONSO QUIJANO;3386;79;28034;8;A;442038;4484248;T61
4263;6_2629;20190912;2629;Cº VIEJO LEGANES-CARCASTILLO;3040;79;28025;11;A;437870;4470241;118, N16
4264;6_5760;20190912;5760;RIVAS-AV.DEL PARQUE;4018;79;28052;19;A;450418;4472119;T23
4265;6_1559;20190912;1559;ANCORA-PASEO DELICIAS;2421;79;28045;2;A;441273;4472934;8, 47, 55, 102, 247
4266;6_1561;20190912;1561;MARCELO USERA-OLVIDO;2423;79;28026;12;A;440440;4471069;47, 247, N15
4267;6_951;20190912;951;MARTINEZ DE LA RIVA-SIERRA CARBONERA;2184;79;28053;13;A;443628;4471611;24, 111, 310
4268;6_958;20190912;958;AV.ENTREVIAS-SERENA;2198;79;28053;13;A;443560;4470296;24
4269;6_963;20190912;963;POZO DEL TIO RAIMUNDO;2206;79;28053;13;A;444086;4469420;24, 102
4270;6_971;20190912;971;CONDE RGUEZ.SAN PEDRO-AV.ENTREVIAS;2195;79;28053;13;A;443217;4470749;24
4271;6_476;20190912;476;AV.PALOMERAS-AV.BUENOS AIRES;2070;79;28018;13;A;444713;4471097;10, N10
4272;6_3871;20190912;3871;Cº POZO TIO RAIMUNDO-Cº HORMIGUERAS;5037;79;28031;18;A;445050;4469474;130
4273;6_3878;20190912;3878;PEÑA CERVERA-CONGOSTO;5053;79;28031;18;A;447612;4469301;142
4274;6_3883;20190912;3883;GRAL.ROMERO BASART-O.PLASENCIA;585;79;28044;10;A;434390;4470286;17, 34, 138, 139
4275;6_3870;20190912;3870;PICO ARTILLEROS-PZA.CORR.LIC.A.MENA;1272;79;28030;14;A;445738;4473608;30, 32, N8
4276;6_1504;20190912;1504;DR.FEDERICO RUBIO-JERONIMA LLORENTE;1670;79;28039;6;A;439911;4478422;44, 127, N21
4277;6_1513;20190912;1513;OFELIA NIETO-VILLAAMIL;1679;79;28039;9;A;439992;4479430;44, 128
4278;6_1521;20190912;1521;GRAL.IBAÑEZ IBERO-AV.REINA VICTORIA;2395;79;28003;7;A;439853;4477761;44, N21
4279;6_1529;20190912;1529;AV.REINA VICTORIA-GUZMAN EL BUENO;1414;79;28003;7;A;439677;4477729;45
4280;6_3535;20190912;3535;AGUACATE-SECOYA;3051;79;28044;11;A;436844;4469311;108, 118, N16
4281;6_3546;20190912;3546;RIBERA DEL LOIRA-AV.PARTENON;4891;79;28043;21;A;447391;4479576;104
4282;6_3564;20190912;3564;INDALECIO PRIETO-JUGLARES;1829;79;28032;19;A;447409;4472759;8, 71, 130, N8
4283;6_3427;20190912;3427;DOCTOR RAMON CASTROVIEJO;1523;79;28035;8;A;438430;4480687;42, 137
4284;6_2710;20190912;2710;RUIDERA;3096;79;28053;13;A;442923;4470502;111
4285;6_2714;20190912;2714;RONDA SUR-MONTANCHEZ;3100;79;28053;13;A;443118;4469659;111
4286;6_2724;20190912;2724;HERMANOS MACHADO-CARLOS HDEZ.;3105;79;28017;15;A;445082;4475920;113
4287;6_2734;20190912;2734;JUAN I.LUCA TENA-ALEGRIA DE ORIA;3111;79;28027;20;A;446192;4477790;114, 146, N4
4288;6_5025;20190912;5025;PLAZA ALSACIA-MALMOE;4635;79;28032;15;A;447229;4474425;106, 140, E2, N7
4289;6_3036;20190912;3036;ALHAMBRA-CUART DE POBLET;2262;79;28047;10;A;436952;4472492;31, 55, 119, N18
4290;6_5900;20190912;5900;REAL-CATORCE OLIVAS;4084;79;28054;11;A;437125;4468550;35, 118
4291;6_5896;20190912;5896;AVENIDA DE LA PESETA-MARAVEDI;4090;79;28054;11;A;436653;4468490;35, 118, E1, N16
4292;6_5897;20190912;5897;AVENIDA DE LA PESETA-VIA LUSITANA;4091;79;28054;11;A;436921;4468569;35, 118, N16
4293;6_1281;20190912;1281;Pº STA.Mª CABEZA Nº 4;2308;79;28045;2;A;441219;4473365;36, 41, 119
4294;6_1531;20190912;1531;AV.REINA VICTORIA-AV.PABLO IGLESIAS;1417;79;28003;7;A;440140;4477808;45, 127, C1, F
4295;6_2548;20190912;2548;AV.GUADALAJARA-PZA.ALSACIA;4655;79;28037;20;A;447275;4474620;106, 140, E2, N7
4296;6_6139;20190912;6139;RAIMUNDO FDEZ.VILLAVERDE-PONZANO;2693;79;28003;7;A;440834;4477753;149, C1
4297;6_1563;20190912;1563;MARCELO USERA-GABRIEL USERA;2426;79;28026;12;A;439927;4470997;47, 247, N15
4298;6_1582;20190912;1582;ANTONIA RGUEZ.SACRISTAN-FCO.RGUEZ.;2457;79;28044;11;A;436810;4469614;47, 108, 118, 121, 131
4299;6_1590;20190912;1590;AV.ABRANTES-CARRERO JUAN RAMON;2442;79;28025;11;A;438161;4470349;47, 108
4300;6_1596;20190912;1596;MARCELO USERA-AV.RAFAELA YBARRA;2429;79;28026;12;A;439635;4470951;47, 60, 81, 247
4301;6_1602;20190912;1602;PELICANO-ARGUESO;2464;79;28025;11;A;438430;4470806;247
4302;6_1609;20190912;1609;EDUARDO MARISTANY-V.CARBALLAL;4980;79;28021;17;A;442090;4467369;85, 123
4303;6_1611;20190912;1611;FCO.SILVELA-AV.TOREROS;5311;79;28028;4;A;443117;4476138;48
4304;6_1615;20190912;1615;AV.DONOSTIARRA-PZA.JOSE BANUS;2477;79;28027;15;A;444436;4476406;21, 48
4305;6_1617;20190912;1617;JOSE DEL HIERRO-VIRGEN DEL SAGRARIO;766;79;28027;15;A;444993;4476602;48, 146
4306;6_1626;20190912;1626;AV.HELLIN-ALBERIQUE;2351;79;28037;20;A;447894;4475850;38, 153
4307;6_1635;20190912;1635;AV.CANILLEJAS A VICALVARO-ALBAIDA;2485;79;28022;20;A;448206;4476219;48
4308;6_1643;20190912;1643;VIRGEN DEL PORTILLO-V.DE LAS NIEVES;777;79;28027;15;A;444635;4476571;48, 146
4309;6_1650;20190912;1650;AV.BETANZOS-M.FDEZ.ALMAGRO;1504;79;28029;8;A;439817;4480917;42, 49, 126, 128, N22
4310;6_3645;20190912;3645;CANAL BOSFORO-AV.CANILLEJAS;4424;79;28022;20;A;448041;4476941;140
4311;6_3651;20190912;3651;JUAN I.LUCA TENA-DR.ZAMENHOF;4435;79;28027;20;A;446927;4477847;114, N4
4312;6_3660;20190912;3660;Pº YESERIAS-ARGANDA;4485;79;28005;2;A;440292;4472287;18, N12
4313;6_3673;20190912;3673;PTO.PORZUNA-FUENTIDUEÑA;3340;79;28031;18;A;447248;4469734;103, 142
4314;6_3679;20190912;3679;CARAMUEL-SEPULVEDA;4512;79;28047;10;A;438079;4473176;119
4315;6_3693;20190912;3693;GOLONDRINA-VIRGEN DE LOS ROSALES;4583;79;28023;9;B1;433527;4478593;160, 161
4316;6_3696;20190912;3696;CALAHORRA-Pº ARTILLEROS;5367;79;28032;19;A;448341;4473391;106, N7
4317;6_370;20190912;370;ENCOMIENDA PALACIOS-TACONA;1996;79;28030;14;A;445811;4472432;8, N8
4318;6_3710;20190912;3710;VILLABLANCA-VIVERO PILARICA;4562;79;28032;19;A;448834;4473371;100, SE723
4319;6_3725;20190912;3725;MONFORTE DE LEMOS-POLIDEPORTIVO;4651;79;28029;8;A;441275;4481419;134, 137
4320;6_375;20190912;375;ENCOMIENDA PALACIOS-FTE.CARRANTONA;1998;79;28030;14;A;446006;4472358;8, 20
